"Name","Disc. Date","mmax","Mmax","Host Name","z","Type","E(B-V)","X-ray"
"SDSS-II SN 1504","2005/09/03","21.08","-19.7843","SDSS J24001.52+001217.9","0.317369","Ia","0.0272",""
"SN1994am","1994/02/04","21.8","-19.42","A024002-0137","0.372,0.372","Ia","0.0269",""
"SDSS-II SN 21605","","21.18","-19.0421","SDSS J24004.38+002252.6","0.238542","Ia","0.027",""
"SN1994H","1994/01/08","21.34","-19.89","A024004-0134","0.374,0.374","Ia","0.0275",""
"SN1999eo","1999/10/02","19.6","-18","A024013+0454","0.08,0.08","Ia","0.1348",""
"SDSS-II SN 11540","2005/11/23","21.02","-18.9849","SDSS J24015.49+003412.9","0.216538","Ia","0.0292",""
"SDSS-II SN 17642","","20.85","","SDSS J24017.87-011201.9","","Ia","0.0272",""
"SDSS-II SN 15971","2006/10/12","21.72","-19.13","SDSS J24027.03+003134.5","0.316,0.316,0.431,0.437","Ia","0.0299",""
"SN2002gt","2002/10/10","21.7","-19.5","A024029-0022","0.37,0.37","Ia","0.0221",""
"SDSS-II SN 14149","2006/09/16","22.07","-19.9715","SDSS J24029.86+000304.6","0.53615","Ia","0.0234",""
"SDSS-II SN 13660","2006/09/11","21.51","-19.7031","SDSS J24037.19-003308.1","0.370585","Ia","0.0248",""
"SN2005jv","2005/10/28","21.84","-19.74","A024050+0059","0.437","Ia","0.0346",""
"SN2006nh","2006/10/21","21.67","-19.51","SDSS J24050.90+003935.3","0.365,0.334,0.562","Ia","0.0334",""
"SN2005hi","2005/10/23","18.9","-18.7","A024100+1642","0.075","Ia","0.0741",""
"SN2007no","2007/10/09","19.7","-19.25","A024105-0338","0.135,0.14,0.135","Ia","0.0265",""
"SN2007ov","2007/10/12","21.44","-19.41","SDSS J24108.79+000839.2","0.315,0.268,0.395,0.403","Ia","0.0252",""
"ASASSN-15tz","2015/12/12","16.71","-18.3284","UGC 2164","0.022862","Ia","0.1339",""
"SN2018ebw","2018/07/22","16.4","-19","SDSS J024116.45+203016.8","0.03,0.03","Ia","0.0887",""
"SDSS-II SN 19352","2007/10/08","21.43","-19.55","","0.334,0.233","Ia","0.026",""
"SDSS-II SN 1214","2005/09/09","21.48","-18.9764","SDSS J24127.64+005825.6","0.264749","Ia","0.0351",""
"SDSS-II SN 13244","2006/08/28","21.97","-19.2123","SDSS J24130.91+000056.7","0.365548","Ia","0.0247",""
"SN2005lq","2005/11/24","21.68","-19.5","SDSS J24136.03+001217.1","0.37,0.37,0.38","Ia","0.0253",""
"SDSS-II SN 15503","2006/10/21","20.34","-21.0984","SDSS J24137.25+001541.3","0.409642","Ia","0.026",""
"SDSS-II SN 18961","","21.43","-19.7889","SDSS J24141.82+004341.5","0.371537","Ia","0.0316",""
"SDSS-II SN 8705","2005/10/26","21.96","-19.3921","SDSS J24143.88+001608.0","0.394218","Ia","0.0262",""
"SN2013ae","2013/02/19","16.2","-19.3","A024153+4323","0.028","Ia","0.0935",""
"SDSS-II SN 20489","2007/10/12","22.39","-18.876","SDSS J24203.22+005122.6","0.379401","Ia","0.0302",""
"SN2005ft","2005/09/14","20.43","-19.1665","SDSS J24205.00-003227.7","0.1812,0.180465","Ia","0.026",""
"SDSS-II SN 822","2005/09/03","20.97","-19.2428","SDSS J24214.58-005143.6","0.237556","Ia","0.0293",""
"SN2006qm","2006/11/23","20.63","-18.4022","SDSS J24224.45-004742.5","0.14017","Ia","0.0291",""
"SN2006hh","2006/09/16","20.9","-19.32","SDSS J24226.71-004739.2","0.238,0.234,0.242,0.289","Ia","0.029",""
"SN2007qq","2007/11/02","20.99","-19.23","SDSS J24230.39-005816.5","0.238,0.242,0.305,0.307","Ia","0.0286",""
"SN2013hy","2013/08/30","22.07","-20.44","A024232-0121","0.663,0.663","SLSN-I","0.0284",""
"SN2018hhp","2018/10/14","17.2","-18.5011","MCG -02-07-072","0.030958,0.030958","Ia","0.0224",""
"SN2012hh","2012/11/22","16.6","-19.1173","UGC 2180","0.031188","Ia","0.0488",""
"SN2018gke","2018/09/05","18.74","-19.2","","0.087,0.087","Ia","",""
"SN2016fq","2016/01/04","20.55","-19.44","","0.215","Ia","0.0244",""
"SN2017fqh","2017/07/23","17","-19.9117","2MASX J02425942-1007293","0.053764,0.053764","Ia","0.0191",""
"SN2018imc","2018/11/13","18.94","-17","","0.04,0.04","Ia","",""
"SDSS-II SN 9458","2005/10/25","22.08","","","","Ia","0.0259",""
"SN2004fd","2004/10/21","15","-18.9","NGC 1060","0.01731","Ia","0.1718",""
"SDSS-II SN 18152","2007/09/04","22.02","","SDSS J24329.66+000156.4","","Ia","0.0262",""
"SN2018jjf","2018/12/03","18.81","-18.9","","0.077,0.077","Ia","",""
"SN2017gjn","2017/08/29","14.87","-19.266","NGC 1067","0.01512","Ia","0.1584",""
"SDSS-II SN 1456","2005/09/09","21.17","-18.6472","SDSS J24405.99+003116.5","0.199155","II","0.0287",""
"SN2018foc","2018/08/19","17.67","-18","","0.031,0.031","Ia","0.0483",""
"SN2018jpn","2018/12/04","16.85","-18.7317","NGC 1078","0.029314","Ia","",""
"SDSS-II SN 5021","2005/09/03","21.46","-19.82","","0.381,0.329","Ia","0.0263",""
"SN2007kl","2007/09/03","21.02","-19.37","SDSS J24451.21+002155.1","0.257,0.271,0.273","Ia","0.0268",""
"SDSS-II SN 20723","2007/11/02","22.79","-18.4635","SDSS J24452.45-000626.0","0.377305","Ia","0.0263",""
"OGLE-2013-SN-073","2013/09/29","19.05","-19","","0.091","Ia","0.0323",""
"SN1988Y","1988/11/14","16","-19.594","A024454-0824","0.02948,0.03","Ia","0.0231",""
"SN2005mh","2005/10/31","21.19","-20.17","SDSS J24456.66+001212.6","0.395","Ia?","0.026",""
"SN2017gea","2017/08/17","16.59","-19.1695","KUG 0241+338","0.031795,0.031795,0.031795","Ia","0.067",""
"SN1991bh","1991/12/07","18","-17.5","[M91o] 024216.2+145713.4","0.028","Ia","0.0879",""
"SDSS-II SN 21396","","20.79","-20.4532","SDSS J24505.24+000129.9","0.375584","Ia","0.0266",""
"SN2014eg","2014/11/16","15.19","-19.3","ESO 154-G10","0.018","Ia-91T","0.0257",""
"SN2009I","2009/01/13","16.4","-16.8","NGC 1080","0.0262","Ia","0.0272",""
"SN2016gse","2016/09/28","17.66","-18.8","","0.043,0.043","Ia","0.0237",""
"SDSS-II SN 1457","2005/09/09","21.51","-19.6391","SDSS J24514.66+003442.4","0.360187","Ia","0.027",""
"PSN J02451711+4213503","2014/08/07","16.8","-19","","0.03","Ia-91T","0.0785",""
"SNhunt261","2014/10/17","17.7","-17.863","NGC 1092","0.02907","Ia","0.0207",""
"SN2010kz","2010/10/13","17.2","","A024537-1112","","Ia","0.024",""
"SDSS-II SN 16044","2006/10/16","21.98","-19.4509","SDSS J24540.43-010517.1","0.408288","Ia","0.0272",""
"SNnearNGC1082","2014/10/27","","","NGC 1082","0.03","Ia","0.0257",""
"SN2014fm","2014/10/24","18","-17.5","NGC 1082","0.028","Ia","0.0257",""
"SN2002go","2002/10/10","21.3","-18.9","A024543-0037","0.236,0.24,0.236","Ia","0.0272",""
"SN1995ak","1995/10/27","15.82","-18.5","IC 1844","0.02272,0.02272","Ia","0.0326",""
"SN2018fyg","2018/09/07","15.32","-20.8667","","0.038643,0.038643","Ia","0.0855",""
"SN1963P","1963/09/18","14.05","-17.06","NGC 1084","0.00436,0.00949","Ia","0.0229",""
"SDSS-II SN 14524","2006/10/02","22.04","-18.476","SDSS J24615.02-004751.5","0.2719","Ia","0.0267",""
"SDSS-II SN 17322","2007/09/03","21.49","","","","Ia","0.0299",""
"SN2017hom","2017/10/23","19.56","-19.254","","0.1271,0.1271","Ia","0.0212",""
"SDSS-II SN 5144","","","","","0.222,0.201","Ia","0.0286",""
"SDSS-II SN 19001","","","","","0.066218","Ia","0.0293",""
"SDSS-II SN 9677","2005/10/01","21.52","-20.06","","0.437","Ia","0.0333",""
"SN2018ldz","2018/12/28","19.16","-16.5569","UGC 2244","0.031182,0.031182","Ia","",""
"SN2006fj","2006/09/11","20.26","-19.4491","SDSS J24708.57+004630.9","0.189776","Ia","0.0319",""
"SDSS-II SN 20926","2007/11/04","22.32","-17.8222","SDSS J24715.38-004331.6","0.230203","Ia","0.0345",""
"SDSS-II SN 14771","2006/10/04","22.12","-18.3561","SDSS J24722.74+010924.7","0.267073","Ia","0.0366",""
"SN2016ifk","2016/11/16","17.55","-19.5","","0.058,0.058","Ia","0.0164",""
"SN2015bg","2015/12/16","17.8","-19.2","PGC 10563","0.056","Ia","0.0588",""
"SDSS-II SN 6618","2005/10/20","20.85","-19.98","SDSS J24740.64+005753.3","0.313,0.289,0.255","Ia","0.0388",""
"SN2007so","2007/12/13","17.1","-18.51","NGC 1109","0.0297","Ia","0.1161",""
"SDSS-II SN 18286","2007/09/03","22.1","-18.54","","0.287,0.255","Ia","0.0319",""
"SDSS-II SN 20725","2007/11/02","22.16","-19.0074","SDSS J24754.83+000006.0","0.363129","Ia","0.0391",""
"SDSS-II SN 17695","2007/09/14","20.7","-18.9266","SDSS J24757.57+003521.3","0.182906","Ia","0.036",""
"SN2006gx","2006/09/16","21.28","-18.32","SDSS J24814.08-002048.5","0.180746","Ia","0.0379",""
"SDSS-II SN 17341","2007/09/03","21.48","","","","Ia","0.0408",""
"SN2007km","2007/09/04","21.1","-19.2","A024820-0017","0.247,0.25","Ia","0.0395",""
"SN2010kj","2010/11/02","","","A024837+0724","0.064,0.064","Ia","0.1966",""
"SDSS-II SN 19708","2007/10/19","20.84","-19.3718","SDSS J24841.49+003916.5","0.165,0.237445","Ia","0.0455",""
"SN2015ad","2015/07/29","16.9","-18.2","UGC 2282","0.024","Ia","0.089",""
"SDSS-II SN 17776","2007/09/04","20.99","","","","Ia","0.0433",""
"SN2011iq","2011/10/29","18.3","-15.8","A024849-0804","0.015,0.083","Ia","0.0252",""
"SDSS-II SN 15745","2006/10/17","21.96","-19.5","SDSS J24849.89-000626.6","0.414,0.395","Ia","0.0399",""
"SN2014dy","2014/12/19","16.3","-21.3","A024857-0045","0.075","Ia","0.0427",""
"SN2003hm","2003/08/20","17.7","-16","UGC 2295","0.01392","Ia","0.0521",""
"ASASSN-15mc","2015/07/05","14.7","-19.2554","UGC 2295","0.013916","Ia","0.0522",""
"SDSS-II SN 20726","2007/11/02","22.5","-18.3843","SDSS J24907.17-000934.0","0.320204","Ia","0.0426",""
"SDSS-II SN 15220","2006/10/03","22.42","-19.3007","SDSS J24907.94+001711.9","0.464547","Ia","0.0431",""
"SN2017ns","2017/01/23","17.03","-18.44","2MASX J02491020+1436036","0.0279,0.0279","Ia","0.0926",""
"SDSS-II SN 19377","2007/10/08","21.88","-19.3991","SDSS J24910.71-005111.7","0.381631","Ia","0.0451",""
"SN2010he","2010/08/20","16.8","-18.71","NGC 1120","0.0284","Ia","0.0208",""
"SDSS-II SN 15112","2006/09/29","21.16","","SDSS J24917.55-003444.8","","Ia","0.0429",""
"SDSS-II SN 11501","","","","","0.362703","Ia","0.0558",""
"SN2016ajm","2016/02/20","16.9","-17.99","2dFGRS TGS394Z183","0.0214,0.0214","Ia-p","0.0213",""
"SN2013I","2013/01/11","17.8","-18.2","A024943+0045","0.036,0.035","Ia","0.0485",""
"SN2016ffo","2016/08/21","17.9","-17.6196","CGCG 554-007","0.028493","Ia","0.1794",""
"SDSS-II SN 7804","2005/10/21","21.72","-17.52","","0.154,0.142,0.454,0.469","Ia","0.0493",""
"SDSS-II SN 3532","2005/09/22","22.32","-17.2975","SDSS J24953.36-000553.6","0.182169","Ia","0.0497",""
"SDSS-II SN 19144","2007/10/03","22.68","-18.5139","SDSS J24953.82-011307.7","0.36744","Ia","0.0519",""
"SDSS-II SN 21878","","21.31","-19.296","SDSS J25003.63+010523.8","0.282959","Ia","0.05",""
"SN2003iv","2003/10/17","17.1","-18.826","MCG +02-08-14","0.034307","Ia","0.1184",""
"SN2012gz","2012/11/20","15.9","-20","A025017+3224","0.03","Ia","0.1769",""
"SN2007nh","2007/10/08","21.05","-19.39","SDSS J25027.89-003304.2","0.263,0.235,0.313,0.315","Ia","0.0527",""
"SN2005fu","2005/09/14","20.58","-19.1452","SDSS J25032.13+004826.3","0.193,0.191139","Ia","0.0459",""
"SN2005jt","2005/10/30","21.93","-18.51","SDSS J25040.19-000400.2","0.263,0.403,0.411","Ia","0.0581",""
"SN2017ifu","2017/10/28","20.07","-19.56","","0.183,0.183","Ia CSM","0.0525",""
"SDSS-II SN 16434","2006/10/29","20.04","-21.0146","SDSS J25108.38-011013.5","0.345377","Ia","0.0608",""
"SDSS-II SN 14947","2006/09/18","22.35","-17.8098","SDSS J25111.55+002711.5","0.232006","Ia","0.0641",""
"SN2007he","2007/08/24","19.8","-18.9","A025140-1239","0.12,0.12","Ia","0.0247",""
"SDSS-II SN 3533","2005/09/13","21.31","-19.38","","0.294","Ia","0.0565",""
"SN2008ey","2008/08/18","18.1","-16.412","IC 262","0.01796","Ia","0.0695",""
"SDSS-II SN 14752","2006/09/19","22.13","-19.28","SDSS J25151.20+004005.9","0.404,0.593,0.619","Ia","0.0659",""
"SN2018gls","2018/09/16","18.58","-18.7","","0.063,0.063","Ia","0.0192",""
"SDSS-II SN 2912","2005/09/09","21.35","","SDSS J25205.61-011515.9","","Ia","0.0642",""
"SN2016epd","2016/08/01","18.09","-18.9593","","0.057236","Ia","0.0436",""
"SDSS-II SN 20727","2007/11/02","21.99","","","","Ia","0.048",""
"ASASSN-14fa","2014/08/05","15.43","-19.5822","ESO 416-G39","0.022589","Ia","0.0178",""
"SN2007nj","2007/10/11","20.31","-18.93","SDSS J25227.18+001506.2","0.154,0.169,0.154","Ia","0.0643",""
"SN2007qr","2007/11/04","19.96","-18.9998","SDSS J25229.11-010821.9","0.135691,0.14","Ia","0.0578",""
"SN2000dp","2000/10/02","16.8","-19.1396","NGC 1139","0.034521","Ia","0.0317",""
"ASASSN-15be","2015/01/19","15.7","-19.24","GALEXASC J025245.83-341850.6","0.0219","Ia","0.0167",""
"PSN J02524671+4656470","2015/09/12","16.3","-19.19","UGC 2351","0.0281","Ia","0.1654",""
"SDSS-II SN 18114","2007/09/14","22.26","","","","Ia","0.0769",""
"SDSS-II SN 1576","2005/09/09","22.28","-19.4987","SDSS J25307.36+003318.0","0.476722","Ia","0.0748",""
"SDSS-II SN 13491","2006/09/16","20.61","-20.5504","SDSS J25308.54+000707.0","0.362005","Ia","0.0605",""
"SN2016eic","2016/07/18","17.38","-19","APMUKS(BJ) B025119.73-174524.8","0.04,0.04","Ia","0.0296",""
"SDSS-II SN 3957","2005/09/21","21.56","-17.42","","0.137,0.127","Ia","0.0767",""
"ASASSN-14mg","2014/12/18","16.3","-19.4","GALEXASC J025358.03-213854.7","0.031","Ia","0.0229",""
"SN2006nt","2006/10/20","21.19","-19.41","SDSS J25358.62+005916.2","0.282,0.323,0.326","Ia","0.0746",""
"SN2010lp","2010/12/29","15.4","-17.86","NGC 1137","0.0101","Ia","0.091",""
"SDSS-II SN 14361","2006/09/11","21.74","-19.5","","0.375,0.326","Ia","0.0639",""
"SN2005ls","2005/12/09","15.67","-18.7","MCG +07-07-01","0.021118","Ia","0.0807",""
"SDSS-II SN 20757","2007/11/02","22.16","-19.0218","SDSS J25429.17+001317.7","0.365467","Ia","0.0659",""
"SDSS-II SN 15048","2006/09/27","21.66","","","","Ia","0.0628",""
"SN2006os","2006/11/21","17.14","-18.08","UGC 2384","0.032081,0.032809","Ia","0.1254",""
"SN2007jk","2007/09/03","20.67","-18.955","SDSS J25505.40-000851.6","0.1828","Ia","0.0622",""
"SN2006pz","2006/11/16","20.53","-20.3874","SDSS J25508.21+001400.6","0.324952","Ia","0.0648",""
"SN2010km","2010/12/04","17.4","-17.98","CGCG 484-024","0.0267,0.0334","Ia","0.0979",""
"SN2018gvi","2018/09/24","17.17","-17.6733","","0.020908,0.020908","Ia","0.1116",""
"SN2012fx","2012/08/22","17.2","-18","ESO 417-G3","0.02","Ia","0.0175",""
"SN2004go","2004/11/18","16.5","-19.071","IC 270","0.02917,0.02917","Ia","0.0348",""
"SN2017fvl","2017/08/01","16.1","-17.9213","UGC 2358","0.014343,0.014343","Ia","0.399",""
"SN2012fl","2012/10/13","20","-17.9","A025604+0056","0.086","Ia","0.0813",""
"SN2016eyr","2016/08/08","15.93","-19.62","","0.0289","Ia","0.0372",""
"SDSS-II SN 15529","2006/10/12","20.92","","","","Ia","0.0584",""
"SN2006nk","2006/10/27","20.69","-19.18","A025616-0024","0.204,0.204","Ia","0.0559",""
"SN2018hib","2018/10/10","17","-17.2989","ESO 417-G6","0.016291,0.016291","Ia","0.0184",""
"SN2009mm","2009/10/15","20.6","-18.9","A025623+4140","0.17,0.17","Ia","0.0978",""
"SDSS-II SN 7205","2005/10/20","21.54","-19.31","","0.315","Ia","0.0727",""
"SDSS-II SN 3535","2005/09/13","21.5","-19.3001","SDSS J25628.23-000800.8","0.308446","Ia","0.0572",""
"SN2005et","2005/09/23","17.5","-18.5","UGC 2413","0.034,0.035","Ia","0.1267",""
"SN1994ah","1994/10/13","18","-17","ESO 356-G19","0.022","Ia","0.0166",""
"SN2018hza","2018/11/05","18.56","-19","","0.072,0.072","Ia","",""
"SDSS-II SN 14470","2006/09/27","19.96","-19.8149","SDSS J25651.59-002106.1","0.19543","Ia","0.0559",""
"SN2011hh","2011/10/26","16.9","-17.2","A025704+4947","0.015","Ia","0.4085",""
"SDSS-II SN 8600","2005/10/26","22.06","-19.5284","SDSS J25705.01-000531.6","0.437935","Ia","0.0545",""
"SN1996bb","1996/10/08","23.6","-18.5","A025706-0242","0.56","Ia","0.0461",""
"SN2009is","2009/07/30","16.3","","A025707+1801","","Ia","0.22",""
"SDSS-II SN 14753","","21.17","-17.785","SDSS J25721.86+004111.7","0.135401","Ia","0.0632",""
"SN2008ih","2008/11/06","19.1","-18.1","A025726+1258","0.061","Ia","0.1423",""
"SN1995ao","1995/11/18","21.5","-18.7","A025730-0141","0.24,0.24","Ia","0.066",""
"SN2016hgw","2016/10/27","17","-18.0407","CGCG 415-040","0.022886","Ia","0.1592",""
"SN2004dz","2004/08/20","18.6","","A025736-1010","","Ia","0.048",""
"SN2011id","2011/11/01","","","A025740-5102","","Ia","0.0192",""
"SDSS-II SN 3368","2005/09/03","21.07","-20.1846","SDSS J25749.45+011350.8","0.377482","Ia","0.0757",""
"SN2008gb","2008/10/04","16.2","-19.86","UGC 2427","0.0364,0.0365","Ia","0.1711",""
"SDSS-II SN 17323","","","","","0.269","Ia","0.0863",""
"SN2009iv","2009/08/21","17.7","-17.4","A025814+0558","0.023,0.023","Ia","0.1508",""
"SN2009hp","2009/07/26","16.5","-18.36","MCG +01-08-30","0.0211,0.0204,0.0211","Ia","0.1958",""
"SN2012I","2012/01/18","16.3","-19.3","A025827+0611","0.029","Ia","0.1491",""
"SDSS-II SN 3175","2005/09/03","20.97","-19.0818","SDSS J25828.16-005814.1","0.22111","Ia","0.0813",""
"SN2016efy","2016/07/12","17.63","-17","","0.02","Ia","0.0945",""
"SNF20080911-007","2008/09/11","19.3","-18.525","","0.08136","Ia","0.0423",""
"SDSS-II SN 16127","2006/10/29","21.33","-19.9111","SDSS J25840.23+000702.7","0.375227","Ia","0.0681",""
"SN1998fc","1998/12/20","20.5","-17.93","2MASX J02591406+0329563","0.107,0.1","Ia","0.0997",""
"SN2018gka","2018/09/11","18.99","-19","","0.1,0.1","Ia","0.0468",""
"SN2017yi","2017/01/29","17.3","-18.6","2MASX J02592769+1447417","0.034,0.034","Ia","0.1483",""
"SN2017hop","2017/10/17","18.81","-18.6","","0.067,0.067","Ia","0.0188",""
"SDSS-II SN 15511","2006/10/11","21.39","-18.99","SDSS J25943.30-005717.5","0.256,0.251,0.225","Ia","0.0967",""
"SN2007jd","2007/09/05","18.92","-18.6555","SDSS J25953.65+010936.1","0.072673","Ia","0.066",""
"SDSS-II SN 6638","2005/10/14","20.98","-19.9428","SDSS J30009.25-011415.2","0.325731","Ia","0.0939",""
"SN2017itp","2017/11/25","18.4","-18.6","2MASX J03001587-1031455","0.057,0.057","Ia","0.0605",""
"SN2011el","2011/08/01","17.6","-19.1","A030018+0549","0.048","Ia","0.0906",""
"SDSS-II SN 3959","2005/09/25","20.83","-18.801","SDSS J30023.49+003043.1","0.1833","Ia","0.0818",""
"SN2003kd","2003/11/23","16.7","-18.95","UGC 2468","0.0302","Ia","0.1788",""
"SN2001dw","2001/08/25","16.6","-18.672","NGC 1168","0.02544","Ia","0.2229",""
"OGLE-2012-SN-005","2012/10/12","18.62","-19.1","","0.076","Ia","0.0237",""
"SDSS-II SN 14900","2006/09/27","21.83","-19.73","SDSS J30056.71-003808.2","0.432,0.513,0.423","Ia","0.1076",""
"SN2003ls","2003/12/22","16.5","-19.94","APMUKS(BJ) B025836.01-110449.4","0.0434","Ia","0.0592",""
"SDSS-II SN 2806","2005/09/03","21.2","-19.55","SDSS J30104.06+001625.0","0.301","Ia","0.0989",""
"SN2006qa","2006/11/16","21.77","-20","SDSS J30109.67-000133.4","0.4,0.4","Ia","0.0885",""
"SN2005gj","2005/09/26","15.31","-21.9","SDSS J030111.99-003313.5","0.0616","Ia","0.1048",""
"OGLE-2012-SN-007","2012/10/16","18.36","-18.7724","","0.059438","Ia","0.0566",""
"SDSS-II SN 5407","2005/09/27","21.78","-19.47","SDSS J30113.94-001306.2","0.376,0.323","Ia","0.0853",""
"SDSS-II SN 4733","2005/09/27","21.83","-20.21","SDSS J30113.94-001306.2","0.535,0.437","Ia","0.0853",""
"SN2005fb","2005/09/10","20.38","-19.2465","SDSS J30117.71-003832.1","0.182898","Ia","0.1048",""
"SN2017lm","2017/01/14","16.53","-19.14","","0.03052,0.03052","Ia","0.0598",""
"SN2016eif","2016/07/22","17.97","-20","","0.07,0.07","Ia","0.0116",""
"SN2003hw","2003/09/08","18.3","-18.08","2MASX J03014982+3544343","0.0423","Ia","0.1864",""
"SDSS-II SN 17737","2007/09/04","21.26","-19.78","SDSS J30150.28+003618.5","0.343","Ia","0.0856",""
"SDSS-II SN 18116","2007/09/04","22.05","","SDSS J30154.29+003508.6","","Ia","0.0862",""
"SN2005do","2005/08/08","17.4","-18.266","UGC 2495","0.03047","Ia","0.1115",""
"SN1993ab","1993/09/24","18","-15.958","NGC 1164","0.01393","Ia","0.1319",""
"SDSS-II SN 14742","2006/09/11","21.63","","SDSS J30208.78+001252.1","","Ia","0.0816",""
"SN2013hk","2013/12/04","14.7","-19.7","PGC 2816341","0.017","Ia","0.112",""
"SN2017gvw","2017/09/18","17.49","-18.31","2MASX J03021387+0348365","0.0324,0.0324","Ia","0.1027",""
"SDSS-II SN 20915","2007/11/04","22.4","-19.58","SDSS J30219.30-010345.5","0.522","Ia","0.0928",""
"SDSS-II SN 3370","2005/09/13","21.02","","SDSS J30219.47+010923.2","","Ia","0.0891",""
"SDSS-II SN 2632","2005/09/09","21.45","-19.26","SDSS J30221.51-011335.8","0.296,0.296","Ia","0.0816",""
"SN2008fu","2008/09/25","17.6","-19.26","E480-IG21","0.0524","Ia","0.018",""
"SN1999fc","1999/10/04","24.8","-17.7","A030230+0010","0.65,0.65","Ia","0.0835",""
"SN2017hxo","2017/11/08","18.22","-19","2MASX J03024953+0529054","0.062","Ia-91T","0.1185",""
"SN2009km","2009/10/23","16","-18.55","A030259-1449","0.0183","Ia","0.0365",""
"SN1999fd","1999/10/04","25.3","-17.8","A030317+0003","0.88,0.88","Ia","0.0872",""
"SDSS-II SN 16648","","","","","0.201267","Ia","0.0909",""
"SN2018grc","2018/09/17","17.52","-17.9","","0.027,0.027","Ia","0.1811",""
"SN2014dd","2014/08/29","16.4","-18.7","UGC 2504","0.0235","Ia","0.1932",""
"SDSS-II SN 1858","2005/10/26","20.58","-22.05","SDSS J30344.36+002503.3","0.699","II","0.0729",""
"CSS141117:030348+002415","2014/11/17","17.6","-19","MCG +00-08-77","0.04","Ia","0.0728",""
"SN2013fe","2013/08/13","14.4","-20.38","A030353-3924","0.0203","Ia","0.0148",""
"SN2008R","2008/01/27","15.31","-18.478","NGC 1200","0.012887","Ia","0.0618",""
"SDSS-II SN 17206","2007/09/03","20.8","-18.477","SDSS J30356.61+004341.4","0.1564","Ia","0.0737",""
"SDSS-II SN 5292","2005/09/26","22.35","","SDSS J30403.51-005124.0","","Ia","0.0727",""
"SN2003hv","2003/09/09","12.49","-19.08","NGC 1201","0.005601,0.005624","Ia","0.0133",""
"SDSS-II SN 20917","2007/11/04","22.04","","","","Ia","0.0664",""
"SN2005ij","2005/10/21","19.59","-19.1779","SDSS J30421.25-010347.1","0.12462,0.124488","Ia","0.0655",""
"SN2013fi","2013/08/31","18.1","-19.2","PGC 2194789","0.065","Ia","0.1198",""
"SN2010ly","2010/11/13","17.8","-18","A030503-1940","0.04,0.04","Ia","0.0183",""
"ASASSN-15ti","2015/12/01","15.99","-18.3","2MASX J03051061+3754003","0.016","Ia","0.1277",""
"SN1992bc","1992/10/04","15.12","-19.3","ESO 300-G9","0.0186,0.0179,0.0208,0.0194,0.0202,0.0234","Ia","0.0184",""
