Name,Disc. Date,mmax,Mmax,R.A.,Dec.,z,Type,E(B-V)
PTF11qgy,2011/11/03,19.5,-18,23:51:22.89,-08:35:03.5,0.08,Ia,0.0342
PTF11qko,2011/11/18,18.1,-18.9,08:07:24.82,+46:35:34.9,0.056,Ia,0.0572
PTF11qmn,2011/11/22,17.7,-20,02:30:24.85,-04:34:30.3,0.08,Ia,0.0233
PTF11qpg,2011/11/26,18.7,-19.04,00:47:23.90,-26:49:03.0,0.0783,Ia,0.0092
PTF11qrv,2011/11/28,19.8,-17.93,23:46:46.16,-03:20:53.5,0.0778,Ia,0.0349
PTF11qtq,2011/10/30,20.8,-18.4,01:55:07.88,+06:35:08.7,0.15,Ia,0.0573
PTF11quu,2011/11/30,18.8,-19.1,12:29:55.63,+10:48:10.5,0.086,Ia,0.0253
PTF11qvc,2011/11/23,19.1,-19.6,13:20:53.60,+42:49:01.6,0.12,Ia,0.0104
PTF11qvh,2011/11/30,18.2,-20.72,11:44:53.42,+19:33:44.9,0.133,Ia,0.0196
PTF11rem,2011/12/08,18.3,-19.45,23:53:45.77,-10:33:51.0,0.0787,Ia,0.0353
PTF11rkd,2011/12/21,19.9,-19.21,01:32:49.46,-00:08:33.3,0.145,Ia,0.0247
PTF11rly,2011/12/27,19.5,-19,12:58:17.01,-09:52:00.5,0.1,Ia,0.043
PTF11rmb,2011/12/27,17.9,-19,10:05:26.35,-06:09:24.0,0.06,Ia,0.0346
PTF11rpc,2011/12/29,19.9,-19.18,09:15:47.00,+49:28:20.1,0.143,Ia,0.014
PTF11rpj,2011/12/28,19.2,-19,08:49:39.21,+11:03:29.9,0.08,Ia,0.0315
PTF11rrq,2011/12/30,20,-17.9,12:24:02.86,+12:26:05.8,0.083,Ia,0.0269
PTF12abl,2012/01/26,18.6,-20.3,10:43:22.43,+12:52:24.3,0.13,Ia,0.0229
PTF12aki,2012/02/03,18.5,-18.8,10:21:34.93,+05:18:24.6,0.064,Ia,0.0143
PTF12alp,2012/02/04,17,-18.07,13:07:39.48,+06:20:08.9,0.0232,Ia,0.0286
PTF12aob,2012/02/03,19.5,-18.41,07:48:04.92,+37:10:27.8,0.0845,Ia,0.0773
PTF12art,2012/02/11,18.5,-18.5,17:05:54.34,+04:51:42.5,0.055,Ia,0.1048
PTF12ass,2012/02/18,20.2,-17.4,15:10:05.22,+01:12:58.2,0.073,Ia,0.0411
PTF12ast,2012/02/18,20,-19.3,12:51:52.24,+38:31:29.7,0.16,Ia,0.0151
PTF12ax,2012/01/02,20,-18.5,08:46:28.58,+27:24:55.9,0.11,Ia,0.0455
PTF12bmr,2012/03/05,17.9,-19.4,12:00:05.95,+52:51:24.4,0.064,Ia,0.0198
PTF12bnb,2012/03/13,19.2,-19,12:30:56.74,+09:29:17.9,0.09,Ia,0.0177
PTF12bod,2012/03/13,19.5,-18.7,17:31:25.84,+31:15:23.1,0.096,Ia,0.0424
PTF12box,2012/03/13,18.4,-18.9,13:52:10.49,+46:28:20.7,0.063,Ia,0.0173
PTF12brj,2012/03/15,20.3,-18.58,16:58:08.72,+30:28:19.5,0.131,Ia,0.0312
PTF12bsa,2012/03/15,19.8,-18,13:42:52.14,+22:29:47.8,0.09,Ia,0.0131
PTF12btr,2012/03/15,19.5,-19.2,12:45:43.57,-27:22:36.3,0.12,Ia,0.0661
PTF12bvz,2012/03/21,19.5,-20.12,12:26:50.73,+10:09:55.2,0.182,Ia,0.0222
PTF12bwc,2012/03/21,19.9,-18.57,12:40:08.11,+09:47:50.3,0.109,Ia,0.0147
PTF12ccx,2012/03/30,19.5,-17.5,15:51:02.60,+37:02:59.4,0.056,Ia,0.0185
PTF12ccy,2012/03/30,19.6,-18.3,15:53:07.38,+36:58:23.4,0.085,Ia,0.0166
PTF12ccz,2012/03/30,18.1,-18.23,16:03:42.04,+36:59:44.2,0.0412,Ia,0.0146
PTF12cdd,2012/03/30,20.1,-20,13:47:57.40,+35:54:40.7,0.2,Ia,0.0086
PTF12cdq,2012/03/30,20.4,-19.3,12:57:20.51,+35:36:23.8,0.19,Ia,0.0117
PTF12cgc,2012/03/31,19.2,-19,13:25:01.19,+45:11:38.0,0.09,Ia,0.0224
PTF12chm,2012/03/31,19.4,-19.38,15:08:42.90,+49:37:40.4,0.125,Ia,0.0105
PTF12cia,2012/03/31,19.6,-19.4,12:50:07.96,+47:13:31.8,0.14,Ia,0.0099
PTF12cks,2012/04/02,17.3,-20,"14:22:44.18,14:22:44.16","+34:15:16.3,+34:15:16.2",0.063,Ia,0.0163
PTF12cnl,2012/04/03,19.1,-17.5,13:11:07.30,+39:04:55.6,0.047,Ia,0.0129
PTF12csi,2012/04/08,18.8,-18.08,16:47:13.82,+33:18:20.5,0.0529,Ia,0.0237
PTF12cyd,2012/04/16,20.2,-19.3,13:36:06.69,+34:46:22.3,0.17,Ia,0.0094
PTF12dcg,2012/04/16,20,-18.59,12:38:22.36,+38:39:49.6,0.115,Ia,0.0104
PTF12dem,2012/04/19,20.6,-19,16:35:16.77,+37:28:57.0,0.2,Ia,0.0118
PTF12dgy,2012/04/20,20.4,-19.2,16:16:17.42,+40:40:28.3,0.18,Ia,0.0068
PTF12dhk,2012/04/21,19.5,-18,"13:15:11.16,13:15:11.07","+53:16:54.1,+53:16:54.0",0.07,Ia,0.0219
PTF12dhv,2012/04/21,20.3,-18.7,12:31:01.99,+53:36:15.9,0.14,Ia,0.0149
PTF12dja,2012/04/21,20,-19.41,13:27:10.84,+60:40:24.8,0.166,Ia,0.0116
PTF12dlz,2012/04/21,16.8,-19,13:43:18.92,+61:48:25.4,0.0324,Ia,0.0156
PTF12dsu,2012/04/23,20.3,-18.9976,14:46:19.12,+43:38:45.0,0.157882,Ia,0.0169
PTF12dxf,2012/04/29,19.8,,15:52:23.49,+45:19:32.2,,Ia,0.0167
PTF12dyr,2012/04/30,19.9,-19.1,15:46:36.63,+50:27:52.9,0.14,Ia,0.0138
PTF12dyv,2012/04/30,18.9,-19.8,12:31:33.30,+55:20:24.0,0.12,Ia,0.0107
PTF12eab,2012/05/01,20.2,-19.1,13:25:34.51,+43:21:45.5,0.16,Ia,0.0114
PTF12eac,2012/05/01,19.4,-18.6,16:53:22.58,+36:16:23.3,0.088,Ia,0.0131
PTF12eaj,2012/05/01,19.4,-19,16:56:56.13,+38:45:18.6,0.1,Ia,0.0154
PTF12ebv,2012/05/11,19.4,-19.5,12:32:23.91,+33:51:49.2,0.132,Ia,0.0154
PTF12ecj,2012/05/11,18.9,-18.305,13:57:38.79,+36:20:03.6,0.061429,Ia,0.0091
PTF12eck,2012/05/11,20.3,-19.2,12:33:45.53,+36:07:30.1,0.17,Ia,0.0091
PTF12ecm,2012/05/11,19,-18.38,15:56:21.31,+36:32:13.8,0.0664,Ia,0.0179
PTF12ecr,2012/05/12,19.1,-18.4,14:35:46.52,+45:11:19.7,0.069,Ia,0.0128
PTF12edl,2012/05/12,19.1,-19,14:54:20.12,+49:35:18.5,0.09,Ia,0.0133
PTF12eer,2012/05/13,19.4,-17.96,12:51:32.50,+40:26:40.8,0.0658,Ia,0.0108
PTF12efl,2012/05/13,20.5,-18.7,14:52:37.02,+31:04:14.6,0.15,Ia,0.0165
PTF12efn,2012/05/13,20.7,-16.5,12:24:06.40,+53:42:20.2,0.061,Ia,0.0172
PTF12egm,2012/05/14,19.9,-18.399,11:53:41.88,+47:17:42.9,0.1008,Ia,0.0268
PTF12ejf,2012/05/15,19.6,-19.9,13:42:33.13,+32:52:41.8,0.17,Ia,0.0118
PTF12ejg,2012/05/15,20.2,-19,14:26:46.90,+38:58:15.1,0.15,Ia,0.0082
PTF12ekl,2012/05/16,19.4,-19.3,12:51:49.78,+44:24:01.4,0.12,Ia,0.0158
PTF12elj,2012/05/16,20.5,,12:58:19.90,+44:40:30.3,,Ia,0.0168
PTF12emh,2012/03/30,18.1,-18.53,14:56:02.88,+36:14:35.5,0.0473,Ia,0.0136
PTF12emv,2012/05/17,19.9,-18.33,16:38:05.89,+32:00:40.9,0.0975,Ia,0.0182
PTF12enh,2012/05/18,20.1,-18.9,12:56:54.97,+36:14:52.2,0.138,Ia,0.0113
PTF12eof,2012/05/17,20.3,-18.11,14:08:08.77,+31:54:53.0,0.106,Ia,0.0109
PTF12epf,2012/05/19,19.7,-18,13:50:00.66,+33:15:21.9,0.08,Ia,0.0147
PTF12eph,2012/05/19,19.8,-18.61,15:01:13.48,+47:33:38.6,0.106,Ia,0.0247
PTF12esv,2012/05/22,18.6,-17.2,16:23:56.92,+37:19:25.3,0.033,Ia,0.014
PTF12etn,2012/05/22,20.5,-18,13:02:15.91,+36:17:19.4,0.1,Ia,0.0109
PTF12eut,2012/05/23,20.2,-17.8,16:00:02.31,+33:03:54.9,0.089,Ia,0.0297
PTF12evo,2012/05/24,20.3,-17,11:57:38.06,+37:26:49.8,0.065,Ia,0.0146
PTF12ewk,2012/05/24,18,-17.9,16:28:57.87,+39:19:11.0,0.034,Ia,0.0062
PTF12exf,2012/05/28,20.1,-18.86,13:53:24.77,+31:48:22.4,0.136,Ia,0.0144
PTF12fir,2012/06/12,20.4,-18.52,16:09:30.43,+15:47:07.0,0.1333,Ia,0.0393
PTF12fjx,2012/06/13,20.1,-16.3,16:04:16.95,+47:18:09.7,0.042,Ia,0.0141
PTF12fkj,2012/06/13,19.2,-18.1,16:44:40.06,+12:14:50.6,0.064,Ia,0.0462
PTF12fkk,2012/06/13,18.7,-18.3,14:43:31.48,+10:20:52.9,0.056,Ia,0.0196
PTF12fll,2012/06/14,20,-18.7,14:33:41.19,+07:09:21.5,0.12,Ia,0.0226
PTF12fls,2012/06/14,19.3,-19.134,16:00:21.35,+22:50:34.5,0.1071,Ia,0.0433
PTF12for,2012/06/16,17.8,-19,22:20:19.54,+41:40:38.0,0.06,Ia,0.1339
PTF12fuu,2012/06/20,19.2,-16.8,15:04:40.39,+06:04:21.0,0.035,Ia,0.045
PTF12fxd,2012/06/22,19.5,-19.17,16:25:34.41,+33:43:05.7,0.119,Ia,0.0197
PTF12fxn,2012/06/22,19.4,-17.37,14:47:03.23,+09:39:25.9,0.0503,Ia,0.0228
PTF12fzf,2012/06/23,17.8,-18,02:51:34.53,+40:44:04.0,0.03,Ia,0.0777
PTF12gaw,2012/06/23,19.5,-19.097,15:01:59.80,+17:46:34.3,0.1153,Ia,0.03
PTF12gax,2012/06/23,19.4,-19.41,16:45:04.61,+12:11:30.3,0.127,Ia,0.0487
PTF12gaz,2012/06/24,19.5,-18,15:37:39.90,+06:36:58.0,0.071,Ia,0.0489
PTF12gba,2012/06/24,20.4,-19.1,15:04:50.37,+11:40:37.4,0.17,Ia,0.031
PTF12gbr,2012/06/25,19.5,-19.8,16:24:37.60,+09:19:12.5,0.16,Ia,0.052
PTF12gco,2012/06/24,20.1,-19.1,15:00:07.28,+09:49:13.5,0.15,Ia,0.0267
PTF12gix,2012/07/02,19.4,-19.1,00:47:03.47,+41:30:07.7,0.11,Ia,0.0716
PTF12gmq,2012/07/07,18.7,-19.611,16:10:31.57,+36:17:30.1,0.10134,Ia,0.0226
PTF12gmu,2012/07/06,20.1,-18.49,15:54:53.05,+31:59:18.6,0.115,Ia,0.021
PTF12gmv,2012/07/06,17.7,-19.23,02:45:01.44,-00:43:48.5,0.0543,Ia,0.0244
PTF12gmy,2012/07/07,19.1,-19.2,15:04:55.72,+03:29:14.0,0.101,Ia,0.0395
PTF12gqh,2012/07/15,18.5,-18.3,00:28:47.88,+03:29:12.4,0.051,Ia,0.0178
PTF12gqk,2012/07/15,20.4,-19.2,15:14:54.58,+24:50:17.0,0.18,Ia,0.0422
PTF12gqy,2012/07/16,19.5,-18.7,15:24:15.81,+11:16:35.5,0.097,Ia,0.0313
PTF12grb,2012/07/16,19.9,-19.076,15:55:34.25,+18:44:32.9,0.1367,Ia,0.0349
PTF12grk,2012/07/16,20,-17.42,01:36:35.52,+34:01:58.2,0.0677,Ia,0.0372
PTF12grm,2012/07/16,20.6,-17.99,15:30:52.61,+15:43:25.2,0.115,Ia,0.0297
PTF12gsz,2012/07/18,20.7,-17.4,16:10:19.39,+17:26:56.9,0.091,Ia,0.0415
PTF12gtf,2012/07/18,18.6,-19,20:49:29.44,+10:34:58.1,0.06,Ia,0.0614
PTF12gui,2012/07/19,19.3,-18.8,15:50:07.07,+35:10:47.6,0.091,Ia,0.0211
PTF12guy,2012/07/19,19.7,-19.39,16:48:15.34,+30:25:50.6,0.144,Ia,0.0308
PTF12gvd,2012/07/19,19.8,-18.9,03:04:29.95,+34:55:15.0,0.12,Ia,0.1616
PTF12gvq,2012/07/20,19.8,-16.6,04:09:59.19,+28:00:39.2,0.042,Ia,0.5
PTF12gwj,2012/07/21,20,-19.2,15:18:50.18,+11:40:32.1,0.15,Ia,0.0336
PTF12gxc,2012/07/17,19.8,-17.9,15:11:52.57,+06:09:47.1,0.077,Ia,0.0327
PTF12gxk,2012/07/22,20.1,-19.1,16:44:53.44,+29:44:38.5,0.15,Ia,0.0282
PTF12gyr,2012/07/23,20.3,-18.11,17:11:53.57,+27:37:10.2,0.106,Ia,0.0353
PTF12gzt,2012/07/25,20.3,-18.9,16:04:16.74,+36:22:47.7,0.15,Ia,0.0196
PTF12hdb,2012/07/24,20.2,-18.5,21:33:54.02,+00:08:57.4,0.121,Ia,0.0409
PTF12hdq,2012/07/30,18.9,-18.46,15:58:39.33,+05:15:58.4,0.0658,Ia,0.0491
PTF12hmx,2012/08/07,18.8,-19.12,22:47:09.01,+00:10:28.0,0.0851,Ia,0.0772
PTF12hnl,2012/08/08,17.9,-18.8,07:23:11.17,+73:20:19.9,0.048,Ia,0.0201
PTF12hod,2012/08/08,18.5,-18.9,07:18:39.63,+72:11:16.5,0.067,Ia,0.0261
PTF12hwb,2012/08/19,20.4,-16.6,22:33:33.53,-01:09:45.3,0.056,Ia,0.0584
PTF12hws,2012/08/19,21.1,-17.8,"00:46:21.86,00:46:21.28","+01:07:24.9,+01:07:20.6",0.13,Ia,0.0209
PTF12ibd,2012/08/25,19.8,-18.939,00:39:02.59,+00:46:25.4,0.1229,Ia,0.0176
PTF12ie,2012/01/04,20.2,-19.106,08:39:26.26,+13:57:29.4,0.1585,Ia,0.0404
PTF12igp,2012/08/28,19.8,-19.7,23:57:21.78,-07:25:38.8,0.17,Ia,0.0345
PTF12igw,2012/08/28,20.2,-18.73,00:33:59.85,-06:18:33.7,0.134,Ia,0.0306
PTF12iiq,2012/08/29,19.3,-16.27,02:50:07.76,-00:15:54.4,0.0291,Ia,0.0505
PTF12ikt,2012/09/06,18.4,-18.1298,01:14:43.13,+00:17:07.1,0.045185,Ia,0.0269
PTF12ilb,2012/09/06,18.2,-19.5,23:56:02.04,+14:29:59.2,0.078,Ia,0.0332
PTF12irx,2012/09/15,21.1,-17.69,00:55:57.16,+41:37:30.4,0.126,Ia,0.0675
PTF12ivi,2012/09/15,20.7,-18.6,00:50:16.23,-00:13:38.0,0.16,Ia,0.0269
PTF12ixq,2012/09/21,20.4,-18.3,02:52:16.01,+00:31:33.7,0.12,Ia,0.0789
PTF12izc,2012/09/21,20.1,-18,23:43:34.37,+00:34:07.2,0.08,Ia,0.0222
PTF12jb,2012/01/05,18.3,-20.29,23:46:09.37,+03:17:34.1,0.115,Ia,0.0443
PTF12lc,2012/01/06,18.8,-18.5,07:44:32.88,+39:11:54.3,0.063,Ia,0.0468
PTF12lz,2012/01/06,19.2,-18,01:37:16.90,+30:07:14.3,0.07,Ia,0.0461
PTF12ml,2012/01/10,19.1,-19.47,01:34:00.77,-00:00:46.9,0.114,Ia,0.0274
PTF12ms,2012/01/10,19.3,-19.286,02:43:51.56,+00:35:57.4,0.1147,Ia,0.0278
PTF12rz,2012/01/17,19.9,-18.73,01:52:08.36,+35:39:56.4,0.117,Ia,0.0568
PTF12sz,2012/01/17,19.5,-19,12:26:51.72,+05:15:57.5,0.11,Ia,0.0158
PTF12ta,2012/01/17,19,-16,12:35:02.53,+08:32:38.7,0.02,Ia,0.0154
PTF12tc,2012/01/18,18.2,-19.6,01:41:47.08,+06:22:01.2,0.082,Ia,0.033
PTF12tr,2012/01/18,19.5,-18.5,04:40:08.80,+03:15:24.8,0.089,Ia,0.2045
PTF12vr,2012/01/18,19.5,-19.5,12:27:06.05,+07:30:00.4,0.14,Ia,0.0208
PTF12yc,2012/01/21,20.3,-19.2,00:45:11.03,+39:11:21.1,0.17,Ia,0.0438
PTF12zp,2012/01/25,18.6,-19,12:30:11.24,+11:44:40.7,0.09,Ia,0.0284
PTF13ai,2013/02/04,17,-19.54,"12:54:15.74,12:54:15.85","+09:26:25.4,+09:26:25.9",0.0453,Ia,0.0207
PTF13anh,2013/04/18,20,-17.21,13:06:50.45,+15:34:32.4,0.0615,Ia,0.0224
PTF13ani,2013/04/18,19.7,-19.2,14:07:15.02,+09:03:22.1,0.13,Ia,0.0236
PTF13aol,2013/04/22,19.7,-19,15:06:50.87,+01:35:49.1,0.12,Ia,0.048
PTF13arm,2013/05/01,20.8,-19.5,13:12:14.35,+35:39:08.6,0.247,Ia,0.0108
PTF13aro,2013/05/01,18.8,-19.11,15:47:32.23,+23:01:26.2,0.0846,Ia,0.0437
PTF13ats,2013/05/05,20.9,-18.4,12:11:56.44,+18:25:26.5,0.16,Ia,0.0283
PTF13ayw,2013/05/10,18.6,-18.31,15:39:33.52,+32:05:38.2,0.0538,Ia,0.0291
PTF13byn,2013/07/12,17.4,-19.1,16:06:25.81,+15:41:35.6,0.045,Ia,0.0362
PTF13cad,2013/07/30,20.1,-13.3,23:25:56.27,+13:57:00.9,0.011,Ia,0.0419
PTF13cat,2013/07/30,19.6,-18,00:24:23.80,+11:17:30.6,0.09,Ia,0.0759
PTF13cay,2013/07/30,18.9,-19,00:00:38.73,+32:11:36.4,0.09,Ia,0.0436
PTF13caz,2013/07/30,19.8,-18,23:08:43.36,+04:52:32.8,0.09,Ia,0.0521
PTF13ccc,2013/07/30,20,-17,23:15:02.08,+00:04:22.1,0.05,Ia,0.0334
PTF13ccm,2013/07/31,18.8,-19,23:20:10.90,+32:07:59.8,0.1,Ia,0.0724
PTF13ccq,2013/07/31,19.9,-19.36,01:35:54.60,+00:27:34.3,0.155,Ia,0.03
PTF13cjh,2013/08/01,20.1,-19.8,23:58:07.32,+00:33:40.1,0.21,Ia,0.0285
PTF13ckk,2013/08/03,20,-18.7,00:59:02.77,+30:57:14.5,0.12,Ia,0.054
PTF13cow,2013/08/07,19.3,-18.6,23:43:40.45,+01:55:24.2,0.086,Ia,0.033
PTF13cuv,2013/08/12,20.5,-16,01:53:20.32,+35:50:19.3,0.045,Ia,0.0606
PTF13cyy,2013/08/17,20,-18.7,01:55:35.91,+16:03:14.4,0.121,Ia,0.0461
PTF13daa,2013/08/28,20,-18.78,23:23:37.14,+33:12:44.9,0.125,Ia,0.1021
PTF13das,2013/08/29,19.4,-19.05,16:54:52.83,+27:34:36.2,0.108,Ia,0.0731
PTF13dat,2013/08/29,19.5,-17.4,16:48:16.49,+27:00:34.3,0.054,Ia,0.0808
PTF13ddi,2013/09/02,20.4,-19.29,00:03:17.84,+31:49:12.7,0.188,Ia,0.0497
PTF13dfa,2013/09/04,19.1,-18.5,01:49:30.52,+13:59:33.2,0.074,Ia,0.044
PTF13dfs,2013/09/04,19.9,-19.78,00:32:40.12,+08:42:55.0,0.187,Ia,0.0462
PTF13dhp,2013/09/08,20,-18.78,22:17:03.36,+13:16:22.4,0.125,Ia,0.0653
PTF13dni,2013/09/26,19.3,-19.4,02:05:22.13,+23:23:16.5,0.12,Ia,0.0794
PTF13dnw,2013/09/28,20.3,-19.2,02:33:20.99,+26:59:53.2,0.17,Ia,0.0992
PTF13don,2013/09/30,20.3,-20,23:44:51.30,+01:41:45.8,0.2,Ia,0.0273
PTF13dqa,2013/10/03,20.6,-18.7,01:34:35.69,-00:51:03.9,0.16,Ia,0.0288
PTF13dqc,2013/10/03,20.6,-17.1,02:28:36.90,+33:02:13.1,0.076,Ia,0.0685
PTF13dqj,2013/10/03,20.6,-17.6,01:24:57.49,+31:34:04.6,0.098,Ia,0.0378
PTF13dym,2013/11/04,19.3,-17.076,23:24:30.19,+14:39:04.0,0.04213,Ia,0.0379
PTF13dzm,2013/11/08,17.1,-17.13,01:11:17.84,+33:06:44.8,0.0158,Ia,0.0488
PTF13e,2013/02/01,17.1,-18,12:13:44.43,+28:38:55.7,0.024,Ia,0.0162
PTF13ebn,2013/11/14,19,-18.7,04:29:37.32,+07:04:17.3,0.078,Ia,0.1886
PTF13edc,2013/11/28,18.4,-19,05:18:44.47,+02:06:50.5,0.06,Ia,0.0812
PTF13eel,2013/12/01,19.4,-19,08:30:15.52,+18:06:27.2,0.09,Ia,0.0284
PTF13efw,2013/12/12,19.9,-19.1,07:35:24.82,+44:56:48.0,0.14,Ia,0.0564
PTF13ehy,2013/12/23,19.7,-19.2,02:20:47.46,+26:38:58.9,0.13,Ia,0.0688
PTF13eih,2013/12/24,20.1,-19.2,09:57:19.99,+58:35:15.8,0.16,Ia,0.01
PTF13ekv,2014/01/01,20.2,-18.3,03:32:41.40,+14:28:50.0,0.11,Ia,0.302
PTF13i,2013/02/01,19.7,-16.2,14:33:37.75,+35:57:52.4,0.034,Ia,0.0113
ROTSE3 J114340.5+485056,2010/03/06,18.2,,11:43:40.45,+48:50:56.4,,Ia,0.0149
ROTSE3 J125708.9-172527,2010/03/08,17.4,,12:57:08.93,-17:25:27.1,,Ia,0.0588
ROTSE3 J133033.0-313427,2010/03/07,16.9,,13:30:33.03,-31:34:26.8,,Ia,0.0479
SMT J00570506-362623,2013/11/30,17.8,-19.2,00:57:05.06,-36:26:23.0,0.057,Ia,0.0123
SMT J03253351-5344190,2013/12/01,19,-18.1,03:25:33.51,-53:44:19.0,0.059,Ia,0.0159
SMT J21413915-5643445,2013/10/08,20,-19.06,21:41:39.15,-56:43:44.5,0.142,Ia,0.0331
SN candidate in PGC066672,2010/10/16,17.2,,21:23:21.37,+17:15:18.9,,Ia,0.0759
SN in MACSJ1423,2013/01/19,22.8,-19.28,14:23:47.62,+24:04:33.3,0.545,Ia,0.0233
SN Primo,2010/10/10,24,-20.31,"03:32:38.010,03:32:38.00","-27:46:39.08,-27:46:39.0",1.545,Ia,0.007
SN2010aa,2010/02/09,15.7,-19.124,"01:48:43.21,01:48:43.210","-48:39:00.7,-48:39:00.68",0.02072,Ia,0.0143
SN2010af,2010/03/04,17.1,-17.68,"11:39:19.3,11:39:19.301,11:39:19.30","+89:06:06,+89:06:05.7,+89:06:05.69",0.0203,Ia,0.226
SN2010an,2010/03/11,16.4,-18.64,"16:17:40.46,16:17:40.459","+35:00:10.1,+35:00:10.12",0.0295,Ia,0.0196
SN2010ao,2010/03/18,17.3,-17.73,"13:43:40.99,13:43:40.990","+03:54:00.1,+03:54:00.11",0.0228,Ia,0.0227
SN2010at,2010/03/19,17.1,-19.26,"12:04:59.47,12:04:59.470","+76:07:52.3,+76:07:52.28",0.0418,Ia,0.0706
SN2010au,2010/03/15,16.7,-20.5,"09:12:36.39,09:12:36.389","+34:51:17.0,+34:51:16.99",0.061,Ia,0.0177
SN2010ax,2010/03/15,17,-19.79,"14:41:53.42,14:41:53.419","+10:45:01.4,+10:45:01.40",0.0508,Ia,0.0239
SN2010az,2010/02/16,17.6,-18.9,"12:56:59.62,12:56:59.621","-17:37:35.5,-17:37:35.51","0.044,0.044",Ia,0.0538
SN2010ba,2010/03/21,14.4,,"11:58:20.68,11:58:20.681","+15:20:10.8,+15:20:10.79",,Ia,0.0368
SN2010be,2010/01/19,20.2,-19.433,"02:19:46.554,02:19:46.55,02:19:46.550,02:19:46.555","-03:12:10.47,-03:12:10.5,-03:12:10.51",0.1834,Ia,0.0188
SN2010bg,2010/02/24,20.4,-17.4,"10:57:41.331,10:57:41.25,10:57:41.251,10:57:41.253","+57:36:48.36,+57:36:47.9,+57:36:47.92,+57:36:47.90","0.081,0.081",Ia,0.0068
SN2010bl,2010/04/07,16.4,-19.09,"12:40:34.92,12:40:34.920","-20:33:40.8,-20:33:40.79",0.0281,Ia,0.0448
SN2010bn,2010/04/05,17.2,-19.7,"11:44:55.72,11:44:55.721","-05:04:44.2,-05:04:44.18","0.053,0.053",Ia,0.019
SN2010bp,2010/04/13,15.3,-17.6,"14:12:07.89,14:12:07.889","-49:23:43.3,-49:23:43.30","0.0097,0.0097",Ia,0.1723
SN2010bu,2010/04/09,16.8,-19.4,"15:42:58.38,15:42:58.380","+02:16:52.6,+02:16:52.61","0.039,0.039",Ia,0.0642
SN2010bv,2010/04/19,15.9,-16.7,"22:14:01.89,22:14:01.891","-26:55:44.6,-26:55:44.62","0.0086,0.0087",Ia,0.0215
SN2010bw,2010/03/12,19.4,-19.3,"11:37:56.59,11:37:56.590","+10:53:38.0,+10:53:38.00","0.12,0.12",Ia,0.0378
SN2010ce,2010/04/08,17.7,-19,"09:35:30.01,09:35:30.010","+01:28:31.8,+01:28:31.80","0.06,0.06",Ia,0.0529
SN2010cp,2010/05/09,16.8,-17.51,"13:00:25.79,13:00:25.819","-15:17:19.8,-15:17:19.90",0.0164,Ia,0.0487
SN2010cs,2010/05/12,19.7,-16.66,"14:47:55.78,14:47:55.781","+19:03:17.7,+19:03:17.71",0.0419,Ia,0.0282
SN2010cy,2010/05/13,16.6,-19.6,"14:43:42.85,14:43:42.850","+03:58:16.2,+03:58:16.21",0.0389,Ia,0.0264
SN2010dq,2010/06/03,17.3,-17.23,"00:15:29.70,00:15:29.700","+17:19:41.0,+17:19:41.02",0.0181,Ia,0.0657
SN2010dy,2010/06/06,17.6,-18.8,"16:10:11.03,16:10:11.030","+00:45:07.5,+00:45:07.49","0.043,0.043",Ia,0.1246
SN2010ec,2010/06/05,17,-18.57,"01:41:55.93,01:41:55.930","-13:05:01.6,-13:05:01.61",0.0291,Ia,0.0167
SN2010ed,2010/06/12,17.9,-18.8,"17:09:24.13,17:09:24.130","+22:12:48.1,+22:12:48.10","0.049,0.049",Ia,0.0585
SN2010ef,2010/06/05,19.1,-19.4,"16:28:52.10,16:28:52.099","+26:22:29.0,+26:22:28.99","0.11,0.11",Ia,0.0487
SN2010eg,2010/06/07,,,"22:15:42.56,22:15:42.559,22:15:42.48","-09:20:17.3,-09:20:17.30,-09:20:17.34,-09:20:17.232","0.09,0.09",Ia,0.0489
SN2010ey,2010/06/30,16.8,-15,"03:41:31.50,03:41:31.500","-19:54:00.4,-19:54:00.40","0.005,0.005",Ia,0.0604
SN2010fa,2010/05/13,21.9,-19.33,"14:13:01.87,14:13:01.870,14:13:01.869,14:13:01.873","+54:27:46.6,+54:27:46.58,+54:27:46.62,+54:27:46.73","0.373,0.37,0.373",Ia,0.0139
SN2010ff,2010/06/03,22.705,-17.8,"14:09:19.94,14:09:19.92,14:09:19.939,14:09:19.942,14:09:19.938","+54:15:45.2,+54:15:44.64,+54:15:45.22,+54:15:45.16","0.27,0.27",Ia,0.0113
SN2010fg,2010/06/06,22.8,-17.45,"12:16:41.554,12:16:41.57,12:16:41.570,12:16:41.567,12:16:41.553","+46:41:24.09,+46:41:23.9,+46:41:23.89,+46:41:23.94","0.241,0.24,0.241",Ia,0.015
SN2010fp,2010/06/15,22.136,-18.9,"12:14:06.504,12:14:06.48,12:14:06.50,12:14:06.499,12:14:06.501,12:14:06.505","+46:59:32.29,+46:59:32.28,+46:59:32.4,+46:59:32.39,+46:59:32.37","0.35,0.35,0.35",Ia,0.0137
SN2010ft,2010/06/15,21.8,-19.7,"16:01:15.410,16:01:15.41,16:01:15.408,16:01:15.409","+54:17:53.54,+54:17:53.5,+54:17:53.48,+54:17:53.52","0.42,0.42",Ia,0.0083
